id,label,intent,doc_type_hint,difficulty,tone,language,query,flags,created_at
0f8df4b3-17ca-40f4-8dbe-692a37c0639b,on_topic,availability,product,adversarial,polite,es,How do I contact support for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
cbe307bb-3f8e-45dc-9d6e-5b28d89fe0fb,on_topic,warranty,policy_page,easy,urgent,fr,Is there a trial for {BRAND}?,[],2025-11-03T18:28:45.462089Z
a903a2c9-86f1-45e3-8593-8857ff1753b0,on_topic,pricing,product,medium,confused,de,What are the dimensions and weight of {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
13f88ec5-5f20-40c8-bed4-997a5852ae65,on_topic,troubleshooting,support,hard,angry,zh,Is {PRODUCT} made with recycled materials?,[],2025-11-03T18:28:45.462089Z
97489ad6-045c-4247-9f7f-5b839c74b351,on_topic,product_specs,product,adversarial,neutral,en,How do I apply a promo code at checkout?,[],2025-11-03T18:28:45.462089Z
74764993-4bcd-4c7d-9ace-1ee5f684a002,on_topic,security_compliance,support,easy,polite,es,How does your referral program work?,[],2025-11-03T18:28:45.462089Z
c2b5403c-fc70-44f0-af80-ec8ea964d67f,on_topic,sustainability,blog_staff,medium,urgent,fr,What is the difference between {PRODUCT} Standard and Pro?,[],2025-11-03T18:28:45.462089Z
592b0952-86ba-4ffe-b330-5ccfd72062ea,on_topic,returns_policy,policy_page,hard,confused,de,Is {PRODUCT} compliant with GDPR?,[],2025-11-03T18:28:45.462089Z
31ff0c16-1d55-474c-b978-f6ff1fb0e4bd,on_topic,security_compliance,support,adversarial,angry,zh,How do I delete my {BRAND} account?,[],2025-11-03T18:28:45.462089Z
d5d9e9ae-ee92-4242-b6f7-c9ccb89cc00b,on_topic,security_compliance,support,easy,neutral,en,Can I change the shipping address after I order?,[],2025-11-03T18:28:45.462089Z
f962706f-cee3-4537-b800-959eeda514ee,on_topic,shipping,policy_page,medium,polite,es,How do I get an invoice for my purchase?,[],2025-11-03T18:28:45.462089Z
d2b94132-b067-413a-9fc4-396cdd64bc2a,on_topic,subscription,support,hard,urgent,fr,Do you have resellers in {REGION}?,[],2025-11-03T18:28:45.462089Z
f4c17752-8722-468b-ab86-50fa87d6c3c3,on_topic,availability,product,adversarial,confused,de,What is your policy on refurbished {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
a3efa9c9-da94-4a2f-b7ab-00556f526853,on_topic,compatibility,product,easy,angry,zh,Do you offer gift wrapping for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
cf68f94c-8e5f-4b86-be65-575cdec6da40,on_topic,product_specs,product,medium,neutral,en,How do I schedule a demo of {BRAND}?,[],2025-11-03T18:28:45.462089Z
5d84339d-89a9-4cb3-b1ba-bcbfe6a34e84,on_topic,shipping,policy_page,hard,polite,es,Is {PRODUCT} safe for children to use?,[],2025-11-03T18:28:45.462089Z
37ae3b96-24a5-4d3f-9447-78ca13f29917,on_topic,warranty,policy_page,adversarial,urgent,fr,What is the max load/limit for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
35e95dec-d04d-49b1-b220-03a0689d18a4,on_topic,security_compliance,support,easy,confused,de,Are spare parts available for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
b8d5ba15-de90-4218-8545-b9d7198d95de,on_topic,compatibility,product,medium,angry,zh,Can I use {PRODUCT} offline?,[],2025-11-03T18:28:45.462089Z
222e3095-5168-4d8f-811a-a14d16924e60,on_topic,refunds,policy_page,hard,neutral,en,How often do you release updates for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
dcee3468-b82d-4a56-857a-d0d026a44fb2,on_topic,refunds,policy_page,adversarial,polite,es,What is your return window for {CATEGORY}?,[],2025-11-03T18:28:45.462089Z
2e8acbb4-9b3b-4323-bf80-65d8599f17d9,on_topic,availability,product,easy,urgent,fr,How do I start a warranty claim for my {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
170a68e5-7978-4c86-a779-282f9fa79c42,on_topic,refunds,policy_page,medium,confused,de,Does {PRODUCT} ({MODEL}) work with {COMPETITOR} accessories?,[],2025-11-03T18:28:45.462089Z
7521d27a-3b71-466c-b3fb-9eed6afa480b,on_topic,compatibility,product,hard,angry,zh,Where do I find the size guide for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
4fe67278-e5f8-4320-b0a0-b96829614a28,on_topic,sustainability,blog_staff,adversarial,neutral,en,When will {PRODUCT} ({MODEL}) restock in {REGION}?,[],2025-11-03T18:28:45.462089Z
c2a61119-d337-4148-badd-d0c7a3f6a2be,on_topic,compatibility,product,easy,polite,es,What is the price of {PRODUCT} in {CURRENCY}?,[],2025-11-03T18:28:45.462089Z
96340e87-c1af-4add-9127-691415e39465,on_topic,troubleshooting,support,medium,urgent,fr,How do I cancel my {BRAND} subscription?,[],2025-11-03T18:28:45.462089Z
20eaffd9-dac8-4749-b1e0-0d4a9e4eea3a,on_topic,product_specs,product,hard,confused,de,Can I change billing from monthly to yearly?,[],2025-11-03T18:28:45.462089Z
b970d17d-0977-4d8e-825f-4821a1bef538,on_topic,security_compliance,support,adversarial,angry,zh,How do I track my shipment for order #{MODEL}?,[],2025-11-03T18:28:45.462089Z
75101064-7cad-479c-949f-5144e4847963,on_topic,returns_policy,policy_page,easy,neutral,en,Do you ship to {REGION}? Any extra fees?,[],2025-11-03T18:28:45.462089Z
e20f88eb-5eb3-4947-bee3-27955926159d,on_topic,subscription,support,medium,polite,es,What is included in the box for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
5a94a17e-f4ab-4886-b8a2-8104e841668c,on_topic,pricing,product,hard,urgent,fr,"Is {PRODUCT} water resistant? If yes, to what rating?",[],2025-11-03T18:28:45.462089Z
7f8920f0-6ce5-4444-b8c1-470f4532dcd9,on_topic,setup,support,adversarial,confused,de,How long does the battery last on {PRODUCT} ({MODEL})?,[],2025-11-03T18:28:45.462089Z
60cf0213-9f2f-4505-8bef-bfc2d8202c0f,on_topic,refunds,policy_page,easy,angry,zh,How do I set up {PRODUCT} for the first time?,[],2025-11-03T18:28:45.462089Z
387b18d5-bba5-4dfb-86df-e8588506d325,on_topic,roadmap,blog_exec,medium,neutral,en,My {PRODUCT} will not turn on. Any steps to fix it?,[],2025-11-03T18:28:45.462089Z
9be7a75f-c27b-470c-8efc-17e2d39493ea,on_topic,availability,product,hard,polite,es,What payment methods do you accept?,[],2025-11-03T18:28:45.462089Z
94c1766c-43c2-4532-81fd-14b4e9b69621,on_topic,refunds,policy_page,adversarial,urgent,fr,Where do I download the {BRAND} app?,[],2025-11-03T18:28:45.462089Z
acf2267d-591d-44cf-a9fd-d11cc9e8dc4e,on_topic,setup,support,easy,confused,de,Do you offer student discounts for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
431639f4-1852-44c3-874b-0d9d18b9a47c,on_topic,product_specs,product,medium,angry,zh,How do I transfer my license to a new device?,[],2025-11-03T18:28:45.462089Z
d3820fc0-eebe-4a3f-9776-0dbf57b9e3be,on_topic,sustainability,blog_staff,hard,neutral,en,What is your data retention policy?,[],2025-11-03T18:28:45.462089Z
cd850809-c36b-4b6b-ab4d-f6ca07880342,on_topic,account_billing,support,adversarial,polite,es,Where is {PRODUCT} manufactured?,[],2025-11-03T18:28:45.462089Z
8c51aafd-2245-46f5-b093-92da5f4ee5f7,on_topic,troubleshooting,support,easy,urgent,fr,Do you have an accessibility statement?,[],2025-11-03T18:28:45.462089Z
7e741845-4bb5-45dd-a48b-d8927136bc47,on_topic,roadmap,blog_exec,medium,confused,de,Can I return an opened {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
c084aebb-869c-4ca7-a66b-412287a90550,on_topic,sustainability,blog_staff,hard,angry,zh,Do you provide volume discounts for teams?,[],2025-11-03T18:28:45.462089Z
4e4e0318-2e6b-4119-84f9-aaa4975e26f9,on_topic,compatibility,product,adversarial,neutral,en,Is {PRODUCT} compatible with {COMPETITOR} platform?,[],2025-11-03T18:28:45.462089Z
d2e94249-85e7-41f5-b0f4-bd4a101cfdec,on_topic,troubleshooting,support,easy,polite,es,How do I export my data from the {BRAND} dashboard?,[],2025-11-03T18:28:45.462089Z
a5916c17-9ac4-4997-aceb-adb1b597d145,on_topic,warranty,policy_page,medium,urgent,fr,What carriers do you use for shipping?,[],2025-11-03T18:28:45.462089Z
486df518-3828-41d5-98e3-92c4637519b5,on_topic,subscription,support,hard,confused,de,Do you offer expedited shipping to {REGION}?,[],2025-11-03T18:28:45.462089Z
7265f945-c301-4dc1-8ff4-9e5ac1c6778d,on_topic,refunds,policy_page,adversarial,angry,zh,How do I update firmware on {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
b2fa9fb5-4b28-472d-8f6c-c9946d5ebcab,on_topic,returns_policy,policy_page,easy,neutral,en,Where can I find your {BRAND} roadmap?,[],2025-11-03T18:28:45.462089Z
dd5fda71-965b-4980-b65c-557b21205a26,on_topic,account_billing,support,medium,polite,es,Any upcoming features for {PRODUCT} this quarter?,[],2025-11-03T18:28:45.462089Z
063ef62b-9c5f-4425-b603-33433279d70d,on_topic,warranty,policy_page,hard,urgent,fr,How do I contact support for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
51cb1f06-b711-4e6a-a577-b3b3c50e539b,on_topic,security_compliance,support,adversarial,confused,de,Is there a trial for {BRAND}?,[],2025-11-03T18:28:45.462089Z
e0e19e0f-2dba-4666-bb67-a47abda6aec9,on_topic,product_specs,product,easy,angry,zh,What are the dimensions and weight of {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
bf8d213a-0848-4e96-8472-b2bae6505e42,on_topic,refunds,policy_page,medium,neutral,en,Is {PRODUCT} made with recycled materials?,[],2025-11-03T18:28:45.462089Z
ba987cbd-0623-46c1-a744-4bc4911d1095,on_topic,sustainability,blog_staff,hard,polite,es,How do I apply a promo code at checkout?,[],2025-11-03T18:28:45.462089Z
ecbf4fe5-58e5-439a-a232-d9b94cabe335,on_topic,warranty,policy_page,adversarial,urgent,fr,How does your referral program work?,[],2025-11-03T18:28:45.462089Z
0db8b638-cea3-4252-b7f8-f2e13e4f72ca,on_topic,sustainability,blog_staff,easy,confused,de,What is the difference between {PRODUCT} Standard and Pro?,[],2025-11-03T18:28:45.462089Z
3fcd3a1d-3c28-4b5a-8c7b-e71324a7a394,on_topic,refunds,policy_page,medium,angry,zh,Is {PRODUCT} compliant with GDPR?,[],2025-11-03T18:28:45.462089Z
fa075ac6-4c9a-43a7-9261-a05dc6fe9455,on_topic,availability,product,hard,neutral,en,How do I delete my {BRAND} account?,[],2025-11-03T18:28:45.462089Z
e56a7420-3922-418e-a9cb-ecb1493cd5e4,on_topic,product_specs,product,adversarial,polite,es,Can I change the shipping address after I order?,[],2025-11-03T18:28:45.462089Z
fdace8e0-516d-420d-9976-adfc4bf7fec1,on_topic,pricing,product,easy,urgent,fr,How do I get an invoice for my purchase?,[],2025-11-03T18:28:45.462089Z
36eab25e-4ae4-4f7f-8f96-104c5b76700d,on_topic,account_billing,support,medium,confused,de,Do you have resellers in {REGION}?,[],2025-11-03T18:28:45.462089Z
c84dbaa4-40d9-451c-84f4-cb3dc8ad91c1,on_topic,sustainability,blog_staff,hard,angry,zh,What is your policy on refurbished {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
73c236c5-b2e2-4125-866d-0cbe10fb0b4c,on_topic,compatibility,product,adversarial,neutral,en,Do you offer gift wrapping for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
c2907635-3445-48c8-b9b2-e43eb73ec766,on_topic,shipping,policy_page,easy,polite,es,How do I schedule a demo of {BRAND}?,[],2025-11-03T18:28:45.462089Z
0cf6beac-dc07-44fb-b601-9f22c8cc5df0,on_topic,compatibility,product,medium,urgent,fr,Is {PRODUCT} safe for children to use?,[],2025-11-03T18:28:45.462089Z
0ef3abf6-4fac-42d4-a8af-1433a9f8cc92,on_topic,compatibility,product,hard,confused,de,What is the max load/limit for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
803a6d44-1209-418c-a124-30251bacc6b9,on_topic,warranty,policy_page,adversarial,angry,zh,Are spare parts available for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
6b6c794e-f071-42e9-89ae-4acf117b3889,on_topic,account_billing,support,easy,neutral,en,Can I use {PRODUCT} offline?,[],2025-11-03T18:28:45.462089Z
200de27e-d585-4ac7-9f01-d2cfd36da6ba,on_topic,product_specs,product,medium,polite,es,How often do you release updates for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
5b8c0257-bf22-49cb-ab90-cf99c3827f94,on_topic,subscription,support,hard,urgent,fr,What is your return window for {CATEGORY}?,[],2025-11-03T18:28:45.462089Z
8ee4d8f2-67b8-4b41-b643-5dbc0749837b,on_topic,roadmap,blog_exec,adversarial,confused,de,How do I start a warranty claim for my {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
eff68f7e-2047-460c-a1ef-38589053d94a,on_topic,account_billing,support,easy,angry,zh,Does {PRODUCT} ({MODEL}) work with {COMPETITOR} accessories?,[],2025-11-03T18:28:45.462089Z
67389ec6-f710-4920-9929-68d34656630c,on_topic,account_billing,support,medium,neutral,en,Where do I find the size guide for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
ab9167bc-0fb7-408f-bab2-4639eec3cd59,on_topic,refunds,policy_page,hard,polite,es,When will {PRODUCT} ({MODEL}) restock in {REGION}?,[],2025-11-03T18:28:45.462089Z
8be9edb8-c997-4dff-9aa0-e0f0df8ebd33,on_topic,troubleshooting,support,adversarial,urgent,fr,What is the price of {PRODUCT} in {CURRENCY}?,[],2025-11-03T18:28:45.462089Z
edaae6d1-42a2-4b31-9302-6b344456c06a,on_topic,account_billing,support,easy,confused,de,How do I cancel my {BRAND} subscription?,[],2025-11-03T18:28:45.462089Z
3e40ac9a-5041-441e-9e4a-6ce9421b3546,on_topic,shipping,policy_page,medium,angry,zh,Can I change billing from monthly to yearly?,[],2025-11-03T18:28:45.462089Z
de5f4bde-47a0-44e4-b794-2b1fcd518b95,on_topic,setup,support,hard,neutral,en,How do I track my shipment for order #{MODEL}?,[],2025-11-03T18:28:45.462089Z
c207afce-4d4f-4967-ab33-5ebc94edaaf9,on_topic,subscription,support,adversarial,polite,es,Do you ship to {REGION}? Any extra fees?,[],2025-11-03T18:28:45.462089Z
be70316a-842d-4414-acd8-04d8f93e938a,on_topic,warranty,policy_page,easy,urgent,fr,What is included in the box for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
d56cf50a-ff50-4dd8-90dc-cf377b97aad4,on_topic,shipping,policy_page,medium,confused,de,"Is {PRODUCT} water resistant? If yes, to what rating?",[],2025-11-03T18:28:45.462089Z
9285a1b6-e415-4c12-87aa-1401494b7fcc,on_topic,pricing,product,hard,angry,zh,How long does the battery last on {PRODUCT} ({MODEL})?,[],2025-11-03T18:28:45.462089Z
05080d44-3dcc-4f74-85d0-e73e934b62fb,on_topic,availability,product,adversarial,neutral,en,How do I set up {PRODUCT} for the first time?,[],2025-11-03T18:28:45.462089Z
f365a669-e162-4045-a613-3ae781662e2e,on_topic,product_specs,product,easy,polite,es,My {PRODUCT} will not turn on. Any steps to fix it?,[],2025-11-03T18:28:45.462089Z
4b7499eb-ff39-4bb9-bd48-824d4d0f5747,on_topic,roadmap,blog_exec,medium,urgent,fr,What payment methods do you accept?,[],2025-11-03T18:28:45.462089Z
9bcb0c1f-a4a0-406c-8d1b-dc47a8d379d9,on_topic,account_billing,support,hard,confused,de,Where do I download the {BRAND} app?,[],2025-11-03T18:28:45.462089Z
9d48162d-6d10-4613-9ca8-049b59aef741,on_topic,subscription,support,adversarial,angry,zh,Do you offer student discounts for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
de28a23f-aa12-4e16-a948-2ea46a3b01af,on_topic,setup,support,easy,neutral,en,How do I transfer my license to a new device?,[],2025-11-03T18:28:45.462089Z
4f5434f4-9704-4f33-8a60-889aabc5de1f,on_topic,warranty,policy_page,medium,polite,es,What is your data retention policy?,[],2025-11-03T18:28:45.462089Z
128281c4-3788-4f27-adc2-2d67ca4953f3,on_topic,account_billing,support,hard,urgent,fr,Where is {PRODUCT} manufactured?,[],2025-11-03T18:28:45.462089Z
a57baabb-3c20-4bcf-9a66-eedf437ba0b7,on_topic,compatibility,product,adversarial,confused,de,Do you have an accessibility statement?,[],2025-11-03T18:28:45.462089Z
d46fd527-d41f-4142-a9db-27c5389d166e,on_topic,sustainability,blog_staff,easy,angry,zh,Can I return an opened {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
cff60c42-36f4-4d46-8c51-e2af54d1a7e0,on_topic,security_compliance,support,medium,neutral,en,Do you provide volume discounts for teams?,[],2025-11-03T18:28:45.462089Z
c0ad143c-2cd9-4a4c-a96c-99da1f5e6508,on_topic,security_compliance,support,hard,polite,es,Is {PRODUCT} compatible with {COMPETITOR} platform?,[],2025-11-03T18:28:45.462089Z
b5aab218-277d-401f-93bd-6b8768faf8b1,on_topic,returns_policy,policy_page,adversarial,urgent,fr,How do I export my data from the {BRAND} dashboard?,[],2025-11-03T18:28:45.462089Z
217c0d1c-759e-4269-879b-929bddb2ea65,on_topic,warranty,policy_page,easy,confused,de,What carriers do you use for shipping?,[],2025-11-03T18:28:45.462089Z
f1ed654b-24be-4f22-9a4b-092f7ee9bea4,on_topic,sustainability,blog_staff,medium,angry,zh,Do you offer expedited shipping to {REGION}?,[],2025-11-03T18:28:45.462089Z
6712f6e3-6401-4803-827e-393c76a00b21,on_topic,returns_policy,policy_page,hard,neutral,en,How do I update firmware on {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
7b9516a9-db05-4630-93ce-87a6221d896a,on_topic,security_compliance,support,adversarial,polite,es,Where can I find your {BRAND} roadmap?,[],2025-11-03T18:28:45.462089Z
02909dce-62d6-49a7-b11f-b5dad53a8679,on_topic,compatibility,product,easy,urgent,fr,Any upcoming features for {PRODUCT} this quarter?,[],2025-11-03T18:28:45.462089Z
8437cb90-c4b6-4673-a849-a7ca98a9a8e7,on_topic,availability,product,medium,confused,de,How do I contact support for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
dee2ab78-278d-4620-baeb-6954d541ea75,on_topic,product_specs,product,hard,angry,zh,Is there a trial for {BRAND}?,[],2025-11-03T18:28:45.462089Z
c80adfd3-6f44-4170-8ad7-65e4d05e4ad5,on_topic,refunds,policy_page,adversarial,neutral,en,What are the dimensions and weight of {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
927730e3-f8b5-40fc-9e52-bcd8d9624ef2,on_topic,warranty,policy_page,easy,polite,es,Is {PRODUCT} made with recycled materials?,[],2025-11-03T18:28:45.462089Z
9fd33066-6d87-4216-b50e-4d857b94ea06,on_topic,roadmap,blog_exec,medium,urgent,fr,How do I apply a promo code at checkout?,[],2025-11-03T18:28:45.462089Z
b3e4bdd2-f06d-4469-8b73-686934938839,on_topic,troubleshooting,support,hard,confused,de,How does your referral program work?,[],2025-11-03T18:28:45.462089Z
37aac0c3-205a-4d5b-a6c0-d676da7db95a,on_topic,roadmap,blog_exec,adversarial,angry,zh,What is the difference between {PRODUCT} Standard and Pro?,[],2025-11-03T18:28:45.462089Z
2bc12a72-e4a6-469f-9c18-b0f03f1df79b,on_topic,subscription,support,easy,neutral,en,Is {PRODUCT} compliant with GDPR?,[],2025-11-03T18:28:45.462089Z
94247b55-9909-41d6-8685-f32b87cb82e7,on_topic,compatibility,product,medium,polite,es,How do I delete my {BRAND} account?,[],2025-11-03T18:28:45.462089Z
9b2cf371-4a3b-404e-836b-701c4b2a9c8f,on_topic,warranty,policy_page,hard,urgent,fr,Can I change the shipping address after I order?,[],2025-11-03T18:28:45.462089Z
4dc54be8-54c8-4a52-bb50-bdd17e4869b1,on_topic,account_billing,support,adversarial,confused,de,How do I get an invoice for my purchase?,[],2025-11-03T18:28:45.462089Z
a446ce3e-c542-494a-8ede-e00017fbf6cb,on_topic,pricing,product,easy,angry,zh,Do you have resellers in {REGION}?,[],2025-11-03T18:28:45.462089Z
24c1e663-9b96-49a6-ad21-05b029cf97a7,on_topic,availability,product,medium,neutral,en,What is your policy on refurbished {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
f74a77bd-092f-4c7e-b6fe-5eb201de6f37,on_topic,roadmap,blog_exec,hard,polite,es,Do you offer gift wrapping for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
1a130001-bd42-4a8a-b54b-05cf65c96bfb,on_topic,roadmap,blog_exec,adversarial,urgent,fr,How do I schedule a demo of {BRAND}?,[],2025-11-03T18:28:45.462089Z
b5c96ff4-b19b-4e27-826b-083acf55e5d7,on_topic,account_billing,support,easy,confused,de,Is {PRODUCT} safe for children to use?,[],2025-11-03T18:28:45.462089Z
9b51e838-d1df-448d-82b0-48e80495337a,on_topic,pricing,product,medium,angry,zh,What is the max load/limit for {PRODUCT}?,[],2025-11-03T18:28:45.462089Z
af0f6e80-040f-453d-9d62-fed730c812e5,off_topic,math_or_programming,generic,hard,neutral,en,Explain the rules of cricket.,[],2025-11-03T18:28:45.462089Z
6a91eae9-1cc9-4b04-a3e9-47c5ed88be5c,off_topic,weather,generic,adversarial,polite,es,What is the weather in Paris today?,[],2025-11-03T18:28:45.462089Z
bb621f64-68f3-483a-b21e-2dbf5c689c6a,off_topic,math_or_programming,generic,easy,urgent,fr,Solve: integrate x^2 * e^x.,[],2025-11-03T18:28:45.462089Z
9339ba7d-0b91-4aa6-9ed0-9b9d78124b46,off_topic,news_unrelated,generic,medium,confused,de,Write a poem about the moon.,[],2025-11-03T18:28:45.462089Z
fcaf456c-ca02-4a09-913c-b6179205b518,off_topic,sports,generic,hard,angry,zh,How do I bake sourdough bread?,[],2025-11-03T18:28:45.462089Z
6682b6b8-f311-4986-a24e-5e56f51cffd1,off_topic,sports,generic,adversarial,neutral,en,Who won the World Cup in 2018?,[],2025-11-03T18:28:45.462089Z
b949b0ea-384c-4b4c-b16b-618baf195030,off_topic,weather,generic,easy,polite,es,Help me choose a college major.,[],2025-11-03T18:28:45.462089Z
036cbe3a-bba6-42f5-a0ca-729b0b230178,off_topic,random_chat,generic,medium,urgent,fr,Best beaches in {REGION}?,[],2025-11-03T18:28:45.462089Z
